Games Played,Win Rate against Models,Draw Rate against Models,Win Rate against Random Moves,Average Game Length,Average Loss,Average Max Q value
15100,0.17,0.66,0.82,16.21,0.025007349107326653,1.744666443677011
15200,0.16,0.58,0.79,15.67,0.025256456160761654,1.7510864602593401
15300,0.14,0.65,0.77,14.97,0.025030979405351896,1.7404596369596834
15400,0.11,0.85,0.75,16.67,0.025470719394824256,1.7466387543995052
15500,0.18,0.78,0.77,15.46,0.025406994103188446,1.7573728350304307
15600,0.14,0.77,0.79,15.33,0.025202871573105124,1.762340127926537
15700,0.09,0.82,0.81,16.16,0.025060900902691464,1.7694581681768644
15800,0.07,0.79,0.78,16.13,0.02517886304240374,1.7717735971281656
15900,0.14,0.8,0.77,15.97,0.02542620487325969,1.777551899525197
16000,0.11,0.85,0.78,15.49,0.025200107772860685,1.771671634592383
16100,0.14,0.79,0.8,15.67,0.024568529597991776,1.7749057955417802
16200,0.1,0.88,0.75,15.41,0.02463496006778795,1.7717482037367431
16300,0.1,0.88,0.82,16.4,0.024921295814617658,1.7784987385813216
16400,0.09,0.89,0.8,16.2,0.024484952687964384,1.7835424209278907
16500,0.09,0.89,0.76,16.13,0.024173830290678364,1.7908388468600498
16600,0.11,0.87,0.8,15.84,0.023880599603000662,1.7919929795639788
16700,0.05,0.92,0.8,16.17,0.02423181630498393,1.8042037786916583
16800,0.06,0.84,0.8,16.19,0.02400548298175817,1.807095795866162
16900,0.2,0.67,0.84,16.55,0.023741856881559734,1.8170351430809057
17000,0.19,0.74,0.82,16.89,0.02358835092464551,1.8198528494925537
17100,0.19,0.71,0.83,15.8,0.023613686849768546,1.8261233023358567
17200,0.19,0.68,0.8,16.13,0.023409731331216856,1.8268018515792277
17300,0.2,0.69,0.81,15.93,0.023678152481315867,1.8298641756026768
17400,0.2,0.75,0.8,16.22,0.02360596678630399,1.8317682773073167
17500,0.11,0.75,0.8,17.23,0.02419218893473167,1.8295478740046334
17600,0.18,0.79,0.8,16.18,0.023762391310378016,1.8311096717190096
17700,0.25,0.72,0.79,16.48,0.024032187350710464,1.834349613967885
17800,0.06,0.88,0.8,17.34,0.02404670169431363,1.8382169208075703
17900,0.03,0.87,0.79,16.25,0.023692365813133352,1.8392068578229779
18000,0.08,0.87,0.77,16.43,0.024151000435338407,1.8387505526992936
18100,0.04,0.92,0.8,16.84,0.024192131554969173,1.8312402092554414
18200,0.04,0.9,0.83,16.15,0.024390578542282184,1.8283718534991855
18300,0.09,0.75,0.81,15.93,0.024203088073186083,1.8365411238411753
18400,0.13,0.68,0.86,16.14,0.02476164859811579,1.8367802408313543
18500,0.04,0.89,0.82,16.24,0.02516729025642252,1.8304786066133127
18600,0.04,0.92,0.81,16.83,0.02511274282503623,1.8324247235858122
18700,0.05,0.93,0.81,16.41,0.02471707270198229,1.834722380035744
18800,0.05,0.92,0.83,17.03,0.024735170733882633,1.8378536732761217
18900,0.05,0.93,0.85,17.17,0.025212936676701974,1.835381502549561
19000,0.04,0.94,0.83,16.72,0.02528282078596817,1.8373653765312354
19100,0.03,0.94,0.86,16.86,0.024830697404404373,1.8379949817390997
19200,0.04,0.91,0.88,17.22,0.024875888849746338,1.8442331958996243
19300,0.03,0.95,0.82,16.84,0.024143715847509625,1.8489843866338385
19400,0.02,0.97,0.79,18.22,0.023948641090149506,1.8507779345579471
19500,0.04,0.96,0.79,17.64,0.02327932635416265,1.8536149329387752
19600,0.09,0.9,0.81,16.87,0.022668305996494845,1.8576780167059765
19700,0.06,0.92,0.84,17.28,0.02239606368828763,1.8707744851110994
19800,0.01,0.97,0.82,17.83,0.02164746070144389,1.8750986172562758
19900,0.06,0.92,0.84,18.18,0.02194741944085391,1.8814089561727725
20000,0.04,0.95,0.84,17.5,0.022015865681452793,1.8988126037306727
20100,0.04,0.96,0.79,17.56,0.022073607175005127,1.9044429215139078
20200,0.04,0.92,0.78,17.68,0.022206773749366134,1.9107764988634495
20300,0.02,0.94,0.76,18.16,0.022504833784619264,1.9102147189125145
20400,0.11,0.87,0.75,16.86,0.02237048918497781,1.9080392220880416
20500,0.04,0.93,0.76,17.76,0.022735711304897516,1.906448058192661
20600,0.05,0.91,0.82,16.96,0.022149413928471248,1.9122366390532468
20700,0.07,0.91,0.84,17.85,0.02225493989146958,1.9158464661250243
20800,0.04,0.89,0.88,17.19,0.0225170826663208,1.918485572836512
20900,0.03,0.91,0.91,17.75,0.022451108584324718,1.915655469254532
21000,0.01,0.91,0.92,16.89,0.022459601904661484,1.9215058706812078
21100,0.01,0.95,0.88,17.92,0.022281479735659887,1.9201195773415396
21200,0.03,0.92,0.83,17.37,0.02207563614624718,1.930681899260841
21300,0.01,0.96,0.78,18.11,0.022325380408704396,1.9351069449786396
21400,0.03,0.95,0.77,17.6,0.02242383587442077,1.9375880329223167
21500,0.05,0.95,0.78,17.85,0.021882175809970074,1.9418870434764932
21600,0.05,0.94,0.79,17.14,0.021792894746461997,1.9411786982786794
21700,0.02,0.95,0.79,17.75,0.021067749031288475,1.9464045667599643
21800,0.01,0.96,0.82,17.78,0.021467575427405083,1.9382024857352043
21900,0.01,0.93,0.83,17.59,0.02105792114532825,1.9436395120341465
22000,0.01,0.98,0.84,18.21,0.020704073136370005,1.9406673659847937
22100,0.02,0.96,0.85,17.49,0.020507099678184548,1.9460547923962153
22200,0.01,0.97,0.89,18.22,0.020575317722423804,1.9576431321201404
22300,0.02,0.97,0.88,18.25,0.02047530807478572,1.963811273521138
22400,0.03,0.95,0.9,18.96,0.019649370117538156,1.978800251423009
22500,0.02,0.97,0.9,18.26,0.019049116459929495,2.0040984873106593
22600,0.04,0.93,0.89,18.22,0.018130613154415227,2.015723234351578
22700,0.02,0.94,0.85,17.73,0.018473025312695637,2.0237761673034007
22800,0.02,0.95,0.82,18.3,0.018638638275451643,2.0264439898861237
22900,0.02,0.95,0.84,17.74,0.018595800465685593,2.0284106996298807
23000,0.04,0.93,0.76,17.76,0.018380325113031365,2.0307351129301905
23100,0.02,0.97,0.78,18.91,0.018649226813489392,2.040654868193585
23200,0.0,0.98,0.74,18.19,0.018242027460115037,2.047775746948031
23300,0.01,0.97,0.74,17.78,0.018527878486865528,2.0613275461174134
23400,0.01,0.97,0.76,17.75,0.018881174838753047,2.0602238358569847
23500,0.03,0.92,0.76,18.43,0.01882991833040083,2.0651192864821932
23600,0.04,0.95,0.83,18.46,0.019110367128290152,2.0642545000437718
23700,0.03,0.94,0.82,18.93,0.018802262521638535,2.071781406509148
23800,0.0,0.99,0.87,19.08,0.018654136097216077,2.0760418895089714
23900,0.01,0.99,0.86,18.44,0.018579644331100292,2.0849837133619276
24000,0.03,0.96,0.88,18.91,0.01826691680261845,2.0923966030827037
24100,0.01,0.99,0.86,19.09,0.01815817471871103,2.097750779332237
24200,0.04,0.96,0.83,18.89,0.01776003376893537,2.106868672834798
24300,0.02,0.96,0.79,18.1,0.0176866076079697,2.120236102899571
24400,0.03,0.96,0.78,18.67,0.017795671756969157,2.1260529615240484
24500,0.0,0.96,0.75,18.63,0.017678631960529358,2.125312318973353
24600,0.02,0.95,0.77,18.25,0.017492252134008342,2.131693505257684
24700,0.04,0.96,0.79,18.88,0.01793136908527593,2.129532655656725
24800,0.04,0.96,0.8,18.69,0.017912947456316865,2.133667354876529
24900,0.02,0.94,0.82,18.34,0.017747970847757776,2.143909066086168
25000,0.01,0.97,0.82,18.79,0.01731879140908392,2.139744923061888
25100,0.0,0.98,0.83,17.82,0.017417304744832968,2.1376521908477866
25200,0.02,0.97,0.82,18.81,0.017812761862066744,2.1466976836195557
25300,0.02,0.96,0.84,18.43,0.017994179236263876,2.1540954724401775
25400,0.01,0.98,0.87,19.47,0.017920154987930564,2.1533387961628425
