Games Played,Win Rate against Models,Draw Rate against Models,Win Rate against Random Moves,Average Game Length,Average Loss,Average Max Q value
3000,0.49,0.0,0.61,11.91,0.039754590442010754,1.110845308640328
3100,0.57,0.0,0.6,12.33,0.03941878067389577,1.0901265096954271
3200,0.62,0.01,0.61,12.06,0.039140338509685076,1.0735341015034203
3300,0.7,0.01,0.63,12.66,0.038791011871892,1.0684229833363306
3400,0.58,0.01,0.62,13.25,0.038669132925013214,1.0707143888911204
3500,0.6,0.0,0.6,13.1,0.03841385935945803,1.079763036045956
3600,0.67,0.02,0.57,12.8,0.037034862081386316,1.0724653991486672
3700,0.55,0.0,0.57,12.19,0.03717830534523145,1.0626724163378332
3800,0.65,0.01,0.58,11.99,0.03658711017075764,1.0501601891105437
3900,0.69,0.01,0.58,11.99,0.0365248537849016,1.0400363765744467
4000,0.7,0.0,0.58,11.76,0.03530089344896361,1.0254854426487958
4100,0.57,0.02,0.69,12.32,0.03592708472925393,1.0128819257586688
4200,0.61,0.0,0.73,12.99,0.035764446801707074,1.0079896057355113
4300,0.57,0.0,0.76,12.94,0.03451219666862456,0.9978427578755551
4400,0.71,0.0,0.78,12.3,0.03447885404101754,0.9958365864029003
4500,0.62,0.0,0.8,12.49,0.034163484880771464,0.9963799743724312
4600,0.68,0.01,0.76,11.87,0.03337092173527413,0.9937926157004107
4700,0.57,0.03,0.72,12.92,0.03420427986865984,0.9850798798674256
4800,0.67,0.02,0.7,12.55,0.033352240691694915,0.9787826570791702
4900,0.69,0.0,0.69,12.23,0.03311724998914248,0.9695416876148863
5000,0.64,0.0,0.77,12.41,0.032999459499455444,0.963221531514123
5100,0.74,0.0,0.75,13.1,0.03230892171598039,0.9600083581634407
5200,0.56,0.01,0.8,13.08,0.03247306220295922,0.9555771185425486
5300,0.45,0.02,0.8,12.84,0.031927873452366404,0.9483809875755075
5400,0.48,0.02,0.8,12.79,0.03187583277231016,0.945727003363676
5500,0.58,0.02,0.76,12.53,0.032304778929738286,0.9398760097409925
5600,0.77,0.0,0.79,11.75,0.031406045743820644,0.9311275600176344
5700,0.66,0.01,0.8,11.21,0.031616504195253296,0.9281716733062676
5800,0.6,0.0,0.82,11.39,0.03229218499351541,0.9281729431406959
5900,0.66,0.0,0.81,12.32,0.03138122604577909,0.9216808074200297
6000,0.64,0.02,0.8,12.65,0.03111507949332856,0.9245655648294309
6100,0.51,0.02,0.83,13.26,0.031019009326933786,0.9275541163157434
6200,0.52,0.04,0.84,13.43,0.03154116698459356,0.9232784873023685
6300,0.65,0.0,0.89,12.81,0.03078836155945396,0.9138962251522458
6400,0.58,0.02,0.89,13.53,0.030950138885051905,0.9109782397468271
6500,0.58,0.02,0.86,13.18,0.030762182519869053,0.9117446146819446
6600,0.66,0.01,0.82,13.0,0.031546315292860214,0.9096580287895386
6700,0.59,0.01,0.79,12.48,0.031202877735991518,0.9043981611691438
6800,0.67,0.03,0.73,12.29,0.030593150273781594,0.9017209243026736
6900,0.54,0.01,0.69,11.85,0.030633004381486598,0.9029079881746925
7000,0.38,0.0,0.7,12.27,0.030217069083450173,0.9029961560503301
7100,0.5,0.02,0.72,12.67,0.03125708025214822,0.9000378842805163
7200,0.52,0.0,0.76,12.76,0.03152492019210461,0.8973987479799106
7300,0.47,0.02,0.78,12.35,0.031106255398574742,0.8913565661350915
7400,0.53,0.03,0.82,12.67,0.030952929102589982,0.8934803655145653
7500,0.51,0.04,0.83,12.44,0.03154173204889741,0.8867117487279083
7600,0.57,0.05,0.82,13.0,0.030976967260178113,0.8873241886097304
7700,0.61,0.0,0.82,12.24,0.031326623529895445,0.8842450747300383
7800,0.59,0.01,0.82,12.41,0.031364937442655255,0.883938101660122
7900,0.65,0.02,0.81,12.21,0.03157685761452297,0.8844523674754896
8000,0.59,0.01,0.79,12.05,0.03111578272883053,0.881209465590208
8100,0.63,0.01,0.81,11.94,0.03141607085343021,0.8813453973609634
8200,0.69,0.02,0.82,11.83,0.031079914873034034,0.8824831239043498
8300,0.66,0.02,0.84,12.7,0.03082743114299833,0.8821691150613838
8400,0.71,0.02,0.86,12.58,0.03088249823904805,0.8843516349135053
8500,0.59,0.04,0.87,13.13,0.030893566585975973,0.8836971601126483
8600,0.57,0.07,0.9,12.73,0.03057261475771957,0.8820236853030968
8700,0.59,0.0,0.89,11.22,0.03037894797683962,0.8840912048769907
8800,0.61,0.03,0.86,12.73,0.03027375098260403,0.8799010290118962
8900,0.54,0.02,0.87,12.07,0.0300598827680259,0.8787708953205327
9000,0.56,0.03,0.82,12.74,0.030070013628445014,0.871951501858971
9100,0.5,0.02,0.8,12.13,0.029974475724426776,0.8639532164392248
9200,0.65,0.01,0.83,11.87,0.029805136381899924,0.8647993684756902
9300,0.7,0.0,0.83,11.77,0.0296392093615946,0.8612388485652381
9400,0.72,0.0,0.79,12.03,0.029239745568701028,0.8569379508863391
9500,0.7,0.02,0.8,11.98,0.029136105110344715,0.8534618891771182
9600,0.58,0.02,0.82,12.29,0.028794907362402183,0.8523443730236608
9700,0.59,0.02,0.81,12.6,0.02893585975934253,0.8536864682453695
9800,0.65,0.02,0.86,12.11,0.027902424811669383,0.8542152743305271
9900,0.57,0.0,0.88,11.93,0.028392076255442395,0.8471244646246547
10000,0.58,0.01,0.87,11.34,0.028442180328332806,0.8395174010192622
10100,0.64,0.0,0.89,11.34,0.027628118145205514,0.8410472977991144
10200,0.64,0.02,0.9,12.18,0.02761594438659052,0.8387284046128552
10300,0.63,0.01,0.89,13.0,0.028499130647246042,0.8350765095115308
10400,0.59,0.05,0.88,12.0,0.027666021448371502,0.8287221678242367
10500,0.7,0.02,0.88,12.03,0.027553564426555033,0.8259622823046725
10600,0.59,0.0,0.88,12.23,0.02780360329170246,0.8206220237146618
10700,0.64,0.0,0.88,12.59,0.027280714011216817,0.8250489052916866
10800,0.57,0.01,0.88,13.05,0.027574867548598295,0.8213375943731662
10900,0.53,0.0,0.88,12.55,0.027218703657156205,0.814468038866077
11000,0.58,0.0,0.88,12.45,0.02723743875270872,0.8162801428993122
11100,0.6,0.0,0.88,12.02,0.02708029074758173,0.8153871761968939
11200,0.66,0.0,0.88,12.47,0.026348881111931788,0.813889314310339
11300,0.49,0.01,0.88,12.9,0.026612142556195997,0.805535991119459
11400,0.74,0.0,0.88,11.84,0.026627195665401657,0.7945089619989838
11500,0.66,0.02,0.88,12.27,0.02608854715109866,0.7914632824257051
11600,0.73,0.03,0.88,12.55,0.026378788987307483,0.7907606929847277
11700,0.58,0.01,0.88,12.57,0.026087780731302246,0.7885041337351586
11800,0.57,0.01,0.88,12.84,0.02574933909807009,0.7902821877133203
11900,0.73,0.01,0.88,12.64,0.02543069850245411,0.7868598301619096
12000,0.6,0.04,0.88,12.61,0.02573708483217812,0.7858488005020913
12100,0.55,0.0,0.88,12.51,0.025436904702400807,0.7983723912223756
12200,0.59,0.05,0.88,12.55,0.025934762597972307,0.7945566832471226
12300,0.72,0.0,0.88,12.23,0.025299386064316365,0.7888584741276377
12400,0.59,0.0,0.88,11.34,0.0248366308143532,0.7875833806573952
12500,0.55,0.01,0.88,12.65,0.024883474366693345,0.7872259575809687
12600,0.48,0.02,0.88,11.76,0.024798281343411093,0.7800409937775271
12700,0.61,0.0,0.88,11.51,0.025507135251061883,0.7706647271534905
12800,0.68,0.0,0.88,11.44,0.02565395433615515,0.7699567590239786
12900,0.65,0.0,0.88,12.48,0.02521905848990356,0.7711408954373681
13000,0.62,0.02,0.88,13.84,0.024986826044641575,0.7706051555714769
13100,0.48,0.04,0.88,13.34,0.025259322811159227,0.772505234578182
13200,0.58,0.03,0.88,12.09,0.025217407586554507,0.773799703771138
13300,0.62,0.02,0.88,11.85,0.024860737715466503,0.7768428467439118
13400,0.66,0.0,0.88,11.66,0.02558339164722859,0.7797478940042052
13500,0.69,0.01,0.88,11.95,0.02491152637428919,0.7795941955355317
13600,0.68,0.0,0.88,11.54,0.02497786305992515,0.7760826524368258
13700,0.78,0.04,0.88,12.13,0.024834620866765075,0.770439397152654
13800,0.65,0.0,0.88,10.97,0.02491268765099224,0.7672143545842868
13900,0.59,0.04,0.88,12.19,0.02455233441420936,0.7685421286950649
14000,0.49,0.0,0.88,11.77,0.024455451766351666,0.7655865184922144
14100,0.56,0.01,0.88,12.06,0.024875352941787287,0.763723452504873
14200,0.56,0.01,0.88,11.54,0.024477690547898043,0.7592769124455364
14300,0.55,0.0,0.88,12.43,0.02471721659944902,0.7576205525392578
14400,0.63,0.0,0.88,13.27,0.024643071205412755,0.7558206122129938
14500,0.55,0.01,0.88,12.81,0.024383963190293362,0.7566123438605272
14600,0.46,0.02,0.88,11.95,0.024646593493055,0.7534104294622729
14700,0.57,0.01,0.88,12.2,0.02437140435271076,0.7561951909943976
14800,0.65,0.01,0.88,12.48,0.024303446496420248,0.7562236227309793
14900,0.61,0.02,0.88,12.91,0.024606987939199798,0.7589647346759283
15000,0.69,0.01,0.88,12.17,0.024255053401538645,0.757782570213639
15100,0.69,0.01,0.88,11.33,0.023892293041048028,0.7613210241746632
15200,0.61,0.02,0.88,11.72,0.024080102095858202,0.7640661495813261
15300,0.45,0.0,0.88,11.81,0.023910523901215376,0.7616247411478754
15400,0.58,0.01,0.88,12.56,0.023684470468671323,0.7606419514191539
15500,0.55,0.02,0.88,13.0,0.02368571998474251,0.7666236806054592
15600,0.58,0.01,0.88,12.61,0.02379728556829322,0.7636487132480494
15700,0.69,0.04,0.88,12.99,0.023613125967942152,0.7616378807729327
15800,0.66,0.04,0.88,12.78,0.023774183967290422,0.7677882066006809
15900,0.72,0.0,0.88,12.96,0.02367467598726025,0.7726189756718534
16000,0.59,0.01,0.88,12.71,0.023771745564855652,0.7698889530022953
16100,0.67,0.01,0.88,13.12,0.022615069978941197,0.7648120914460429
16200,0.6,0.0,0.88,12.65,0.022736332628274982,0.7635889110965376
16300,0.58,0.01,0.88,12.96,0.023111956732111718,0.7622234124648767
16400,0.52,0.01,0.88,12.49,0.02314606816834246,0.7619374226625338
16500,0.52,0.01,0.88,13.3,0.02350275401063537,0.7585744268643972
16600,0.6,0.03,0.88,13.51,0.022929675347332635,0.7545569432302046
16700,0.48,0.02,0.88,13.18,0.022808831800528714,0.7473502502616789
16800,0.52,0.03,0.88,12.13,0.02286041480355232,0.7483918857810431
16900,0.56,0.02,0.88,12.15,0.023019010655280923,0.7498644529952604
17000,0.7,0.03,0.88,12.52,0.02306335075527521,0.7532650921532088
17100,0.42,0.09,0.88,13.86,0.022764047287563316,0.757926739126165
17200,0.57,0.08,0.88,14.01,0.02279293642215166,0.7595270242390617
17300,0.61,0.07,0.88,14.26,0.02237021519069472,0.7584045116319116
17400,0.67,0.04,0.88,13.32,0.02220887403047675,0.7564769303064766
17500,0.66,0.0,0.88,12.76,0.022285357061666,0.7561666964137908
17600,0.7,0.05,0.88,13.34,0.021970966362445377,0.7475555456501843
17700,0.6,0.02,0.88,13.65,0.02215982142235264,0.7500435122625464
17800,0.55,0.05,0.88,14.05,0.02207200919511325,0.7524353032297142
17900,0.7,0.02,0.88,13.4,0.021589394747379306,0.7576477194159371
18000,0.58,0.02,0.88,13.29,0.021355302618430806,0.7561885329648268
18100,0.69,0.04,0.88,13.56,0.021339950099045726,0.7533909436302058
18200,0.63,0.03,0.88,13.36,0.020993127054956293,0.7553173651245028
18300,0.59,0.0,0.88,12.8,0.02028757361385565,0.7594396742423756
18400,0.62,0.03,0.88,13.17,0.02059183328814325,0.7644245239742871
18500,0.56,0.0,0.88,11.74,0.020378892157560655,0.7591439239495499
18600,0.6,0.0,0.88,13.29,0.019995059282315007,0.7541928362457664
18700,0.51,0.0,0.88,13.35,0.020170389467119715,0.7642222688516895
18800,0.64,0.02,0.88,13.27,0.020194067023563567,0.7611821310686586
18900,0.61,0.0,0.88,12.98,0.01955784168885421,0.7640526509988932
19000,0.58,0.05,0.88,13.14,0.019549882405480782,0.7622351464070989
19100,0.73,0.01,0.88,13.58,0.019876222773977863,0.7621074650022486
19200,0.57,0.05,0.88,14.66,0.0195286877608399,0.7605035436252048
19300,0.48,0.02,0.88,14.36,0.019884223317011788,0.766295166008525
19400,0.57,0.0,0.88,13.41,0.019645702380558305,0.7665085364008949
19500,0.7,0.0,0.88,13.89,0.019905466026736283,0.7638698584530269
19600,0.61,0.04,0.88,13.71,0.019549433977493865,0.7638056110485932
19700,0.54,0.0,0.88,13.34,0.019364502737708778,0.7608513988136112
19800,0.44,0.01,0.88,14.07,0.01935234834367348,0.7564362229476028
19900,0.61,0.01,0.88,14.94,0.01930536162606236,0.758876306566036
20000,0.66,0.0,0.88,14.57,0.019410817211464915,0.7559014689331371
20100,0.4,0.01,0.88,13.64,0.019156519551513637,0.7592169386684476
20200,0.47,0.02,0.88,13.43,0.019307011366033865,0.761981382157
20300,0.56,0.02,0.88,13.2,0.019502341997400443,0.7616720318334952
20400,0.67,0.03,0.88,13.39,0.01959002249326875,0.7577312057034075
20500,0.65,0.01,0.88,12.12,0.019587561872514078,0.7587473633507733
20600,0.71,0.0,0.88,12.83,0.019639839984797375,0.764125651878337
20700,0.59,0.0,0.88,11.95,0.01957334653617743,0.7683194344147661
20800,0.47,0.03,0.88,14.53,0.019547194747575648,0.76828073465188
20900,0.57,0.04,0.88,14.75,0.019391350254913422,0.764976684509833
21000,0.73,0.02,0.88,13.41,0.019364821261648478,0.765768016887639
21100,0.6,0.01,0.88,12.8,0.01912236078624993,0.7705432827946852
21200,0.65,0.0,0.88,13.16,0.018910181716866637,0.7770578830396212
21300,0.5,0.0,0.88,13.39,0.0193852899846892,0.7751248106696005
21400,0.73,0.0,0.88,12.49,0.01845246078403119,0.7762642540601143
21500,0.66,0.0,0.88,13.15,0.018792707636440868,0.7724146104724953
21600,0.76,0.01,0.88,12.48,0.01831069988133445,0.7706402907386658
21700,0.7,0.0,0.88,11.43,0.01866829153238922,0.772708170656922
21800,0.62,0.01,0.88,12.97,0.01860291209495989,0.7743770145560194
21900,0.45,0.01,0.88,13.48,0.018493904809908382,0.7762302601142871
22000,0.64,0.0,0.88,10.95,0.018963781622418727,0.772733525223341
22100,0.58,0.02,0.88,11.92,0.01881864076262605,0.7729858218517671
22200,0.75,0.04,0.88,13.68,0.018430540807925635,0.7673043401148156
22300,0.63,0.04,0.88,13.17,0.018372372862641997,0.7704564826768231
22400,0.68,0.06,0.88,13.28,0.01848272258593973,0.7777064815395325
22500,0.53,0.18,0.88,15.11,0.01813272075901011,0.782114560178184
22600,0.59,0.13,0.88,15.02,0.017722761255157208,0.777673231214168
22700,0.61,0.12,0.88,14.06,0.01762683868194948,0.7733160658075271
22800,0.53,0.08,0.88,13.07,0.017430411423864228,0.7679818768712362
22900,0.44,0.05,0.88,13.66,0.01751133059392468,0.7717341893099424
23000,0.47,0.08,0.88,13.91,0.01755121853507518,0.7697175909311739
23100,0.48,0.03,0.88,13.72,0.017790881588526833,0.7651528686542969
23200,0.47,0.01,0.88,14.58,0.017570942027494638,0.757761003106812
23300,0.44,0.07,0.88,14.85,0.017759035066911507,0.7590723765480992
23400,0.45,0.06,0.88,14.04,0.017794324064068334,0.7483650963752672
23500,0.49,0.02,0.88,13.99,0.017763901775501193,0.7425385865611517
23600,0.57,0.06,0.88,13.24,0.018090536262013013,0.7329652389987215
23700,0.56,0.1,0.88,13.58,0.018025354381762792,0.7357688485595246
23800,0.6,0.04,0.88,13.77,0.017675492142758223,0.7367547487496107
23900,0.53,0.0,0.88,12.61,0.018465660142375627,0.7353381159960306
24000,0.63,0.0,0.88,12.98,0.018136180858018366,0.735526984259518
24100,0.59,0.0,0.88,12.01,0.017942532926420333,0.7365361000041927
24200,0.69,0.0,0.88,11.63,0.01839763130095487,0.74338227673093
24300,0.58,0.0,0.88,12.39,0.018029005229201672,0.748819582155202
24400,0.37,0.0,0.88,12.9,0.017972677428765207,0.7511725609782504
24500,0.4,0.0,0.88,11.31,0.01821749328993357,0.7500004568041203
24600,0.39,0.0,0.88,12.08,0.018402209663123562,0.7458107376985902
24700,0.6,0.02,0.88,10.64,0.018584518923360823,0.7425304701215875
24800,0.66,0.02,0.88,9.57,0.018223967882382494,0.7358587072470476
24900,0.5,0.01,0.88,9.5,0.01843694528958748,0.7381518413793264
25000,0.45,0.0,0.88,10.47,0.018633600143699917,0.7396595830335899
25100,0.68,0.0,0.88,10.21,0.018770602842166247,0.7411422743475969
25200,0.77,0.0,0.88,12.03,0.01847225993306205,0.7416617311460749
25300,0.61,0.08,0.88,12.01,0.01825569944674722,0.7406379007183256
25400,0.58,0.07,0.88,11.82,0.01817992654616366,0.747599441398517
25500,0.62,0.08,0.88,14.49,0.018154154153526794,0.7362070438573796
25600,0.54,0.11,0.88,14.24,0.017949029784752824,0.7358620415601215
25700,0.52,0.12,0.88,15.43,0.017641494568701396,0.7382439631204026
25800,0.7,0.05,0.88,14.17,0.017445645296647237,0.7348004038672523
25900,0.49,0.03,0.88,14.71,0.017456783258329597,0.7348761871938899
26000,0.59,0.1,0.88,14.84,0.017081828540097953,0.7380789564176875
26100,0.62,0.03,0.88,13.57,0.01727818471549301,0.7413011537098099
26200,0.69,0.0,0.88,13.6,0.0172104129130393,0.7469580285964501
26300,0.49,0.02,0.88,13.66,0.017321652370162435,0.7494216633900501
26400,0.6,0.02,0.88,13.34,0.01732691746631669,0.7476407019935882
26500,0.58,0.02,0.88,14.57,0.01731518468759409,0.7403658478217051
26600,0.59,0.04,0.88,13.19,0.01709410165246988,0.7368414088409974
26700,0.7,0.04,0.88,13.56,0.016861341824027598,0.7325179025738262
26800,0.7,0.03,0.88,13.53,0.016700228207033256,0.7379258565056992
26900,0.64,0.05,0.88,13.63,0.016484365313161248,0.7418070508130331
27000,0.74,0.04,0.88,12.54,0.016436401608856364,0.740313437424521
27100,0.55,0.05,0.88,12.15,0.016606316989030513,0.7329022994238436
27200,0.57,0.02,0.88,12.39,0.01624417082712831,0.7330366969174077
27300,0.67,0.0,0.88,10.95,0.016217121122858932,0.7320466239026014
27400,0.76,0.0,0.88,10.73,0.015908135350991996,0.7309844650915275
27500,0.53,0.02,0.88,13.37,0.01664336700800104,0.7360373039333212
27600,0.56,0.1,0.88,13.89,0.015922429509301343,0.7370152706898537
27700,0.63,0.09,0.88,13.43,0.016199652608109353,0.7359595977466892
27800,0.72,0.0,0.88,13.01,0.01601931952724174,0.7370386577819926
27900,0.7,0.03,0.88,10.56,0.015946141985640885,0.7404886405896073
28000,0.66,0.01,0.88,10.81,0.015791789853191997,0.7460247187714727
28100,0.63,0.0,0.88,12.93,0.015471969282455979,0.7520659145311293
28200,0.52,0.02,0.88,13.44,0.01589926475311549,0.7489590813796917
28300,0.59,0.01,0.88,12.28,0.015726572558219527,0.7487801237167494
28400,0.56,0.0,0.88,12.01,0.015792144015397323,0.748272226372155
28500,0.69,0.0,0.88,12.51,0.01623456886601686,0.7469584731284763
28600,0.67,0.0,0.88,12.43,0.01554978527011412,0.7497540080326744
28700,0.59,0.01,0.88,12.38,0.015930794166665433,0.7484175377510043
28800,0.52,0.04,0.88,12.79,0.015707329105398217,0.7446369357172857
28900,0.55,0.02,0.88,12.4,0.015854826884688814,0.7432633807435899
29000,0.48,0.02,0.88,12.07,0.015467949447789247,0.7478322850700658
29100,0.6,0.13,0.88,13.67,0.016059032850254527,0.7467823453470579
29200,0.54,0.07,0.88,13.62,0.01600445155005482,0.7487203180487149
29300,0.49,0.04,0.88,13.95,0.01603888612263511,0.751220962550311
29400,0.57,0.03,0.88,12.36,0.015861637848026584,0.752023011985906
29500,0.65,0.04,0.88,12.32,0.01606299937097981,0.7540327317388587
29600,0.66,0.02,0.88,13.12,0.016203938063261553,0.7555246873993019
29700,0.77,0.09,0.88,14.19,0.0161720261185429,0.7577564563204249
29800,0.65,0.05,0.88,13.72,0.016078811024319694,0.7619350415263549
29900,0.63,0.04,0.88,13.67,0.016204736233082367,0.7690228127234054
30000,0.65,0.0,0.88,9.65,0.016426239362188372,0.7699963938463604
30100,0.51,0.02,0.88,9.33,0.01655763578735415,0.7660931671831369
30200,0.54,0.04,0.88,12.71,0.017002858876852895,0.7712934989578677
30300,0.73,0.02,0.88,14.78,0.016933761891420863,0.7739260271047267
30400,0.55,0.06,0.88,15.37,0.016961908807396727,0.7818748503604968
30500,0.49,0.07,0.88,15.01,0.01682226425508329,0.7866260147576826
30600,0.75,0.01,0.88,14.57,0.01676736750412325,0.7905213746188181
30700,0.64,0.0,0.88,12.64,0.016265662951048403,0.7915791016776655
30800,0.66,0.01,0.88,14.29,0.01639858370707018,0.7900651899626965
30900,0.6,0.01,0.88,13.88,0.016084098943014612,0.7861945079716844
31000,0.62,0.01,0.88,14.19,0.016140711445584127,0.7967694362740498
31100,0.51,0.02,0.88,12.45,0.01620287863018459,0.795174059330235
31200,0.52,0.09,0.88,12.38,0.016303936703525104,0.7985870628166453
31300,0.73,0.03,0.88,10.49,0.016126731392635082,0.8036771752408324
31400,0.63,0.0,0.88,10.02,0.016069455407954215,0.8075518037229819
31500,0.58,0.0,0.88,9.59,0.01582096612378,0.8089021757812723
31600,0.49,0.0,0.88,10.57,0.016261571679778805,0.8038963271734807
31700,0.36,0.05,0.88,11.87,0.016468304138269635,0.8009471606375621
31800,0.45,0.05,0.88,11.67,0.01645776200282779,0.8009664128417383
31900,0.61,0.06,0.88,13.94,0.016261193643494275,0.7898941794222979
32000,0.59,0.02,0.88,13.09,0.016557348397672447,0.7927377660124377
32100,0.4,0.07,0.88,13.73,0.016269159321670838,0.8064005873412227
32200,0.5,0.08,0.88,13.91,0.016047764070451984,0.8058586038540687
32300,0.48,0.05,0.88,14.1,0.01603717317005486,0.7998065230965685
32400,0.56,0.07,0.88,13.94,0.015935717099433408,0.793849922537669
32500,0.47,0.05,0.88,14.23,0.01592860752060359,0.7962951196485257
32600,0.6,0.01,0.88,14.06,0.0157824775356047,0.7966850322430262
32700,0.69,0.01,0.88,11.58,0.016077942792068464,0.8016511159350074
32800,0.68,0.0,0.88,13.01,0.015962026412056986,0.8090721513267948
32900,0.68,0.02,0.88,13.53,0.01566022951903781,0.810513110747316
33000,0.63,0.0,0.88,14.2,0.015743420377765778,0.8135523025750718
33100,0.62,0.02,0.88,12.47,0.015823191216639502,0.8136752386949907
